roll_number,name,email,department_code,semester,year,division
CS3A040,Harsh Malhotra,cs3a040@college.edu,CSE,3,2,A
CS3B001,Shruti Reddy,cs3b001@college.edu,CSE,3,2,B
CS3B002,Omkar Malhotra,cs3b002@college.edu,CSE,3,2,B
CS3B003,Harsh Pillai,cs3b003@college.edu,CSE,3,2,B
CS3B004,Varun Reddy,cs3b004@college.edu,CSE,3,2,B
CS3B005,Nikita Kapoor,cs3b005@college.edu,CSE,3,2,B
CS3B006,Pallavi Sharma,cs3b006@college.edu,CSE,3,2,B
CS3B007,Sneha Patel,cs3b007@college.edu,CSE,3,2,B
CS3B008,Sanya Joshi,cs3b008@college.edu,CSE,3,2,B
CS3B009,Priya Kulkarni,cs3b009@college.edu,CSE,3,2,B
CS3B010,Meera Shah,cs3b010@college.edu,CSE,3,2,B
CS3B011,Karan Patel,cs3b011@college.edu,CSE,3,2,B
CS3B012,Riya Bhatt,cs3b012@college.edu,CSE,3,2,B
CS3B013,Harsh Mehta,cs3b013@college.edu,CSE,3,2,B
CS3B014,Akash Patel,cs3b014@college.edu,CSE,3,2,B
CS3B015,Kritika Joshi,cs3b015@college.edu,CSE,3,2,B
CS3B016,Karan Sinha,cs3b016@college.edu,CSE,3,2,B
CS3B017,Aditi Gupta,cs3b017@college.edu,CSE,3,2,B
CS3B018,Kritika Mehta,cs3b018@college.edu,CSE,3,2,B
CS3B019,Rohan Malhotra,cs3b019@college.edu,CSE,3,2,B
CS3B020,Nikhil Desai,cs3b020@college.edu,CSE,3,2,B
CS3B021,Aditi Menon,cs3b021@college.edu,CSE,3,2,B
CS3B022,Rahul Joshi,cs3b022@college.edu,CSE,3,2,B
CS3B023,Kunal Joshi,cs3b023@college.edu,CSE,3,2,B
CS3B024,Pallavi Patel,cs3b024@college.edu,CSE,3,2,B
CS3B025,Ananya Iyer,cs3b025@college.edu,CSE,3,2,B
CS3B026,Akash Nair,cs3b026@college.edu,CSE,3,2,B
CS3B027,Siddharth Sharma,cs3b027@college.edu,CSE,3,2,B
CS3B028,Pallavi Kapoor,cs3b028@college.edu,CSE,3,2,B
CS3B029,Sameer Kapoor,cs3b029@college.edu,CSE,3,2,B
CS3B030,Sanya Sharma,cs3b030@college.edu,CSE,3,2,B
CS3B031,Aditi Malhotra,cs3b031@college.edu,CSE,3,2,B
CS3B032,Priya Kulkarni,cs3b032@college.edu,CSE,3,2,B
CS3B033,Rahul Malhotra,cs3b033@college.edu,CSE,3,2,B
CS3B034,Siddharth Menon,cs3b034@college.edu,CSE,3,2,B
CS3B035,Rohan Bhatt,cs3b035@college.edu,CSE,3,2,B
CS3B036,Sanya Joshi,cs3b036@college.edu,CSE,3,2,B
CS3B037,Nandini Menon,cs3b037@college.edu,CSE,3,2,B
CS3B038,Omkar Nair,cs3b038@college.edu,CSE,3,2,B
CS3B039,Tanvi Menon,cs3b039@college.edu,CSE,3,2,B
CS3B040,Rohan Reddy,cs3b040@college.edu,CSE,3,2,B
IT3A001,Pallavi Bhatt,it3a001@college.edu,IT,3,2,A
IT3A002,Aarav Kapoor,it3a002@college.edu,IT,3,2,A
IT3A003,Nikhil Menon,it3a003@college.edu,IT,3,2,A
IT3A004,Omkar Pillai,it3a004@college.edu,IT,3,2,A
IT3A005,Varun Nair,it3a005@college.edu,IT,3,2,A
IT3A006,Nikita Desai,it3a006@college.edu,IT,3,2,A
IT3A007,Diya Joshi,it3a007@college.edu,IT,3,2,A
IT3A008,Harsh Sinha,it3a008@college.edu,IT,3,2,A
IT3A009,Aditi Kulkarni,it3a009@college.edu,IT,3,2,A
IT3A010,Aditi Sharma,it3a010@college.edu,IT,3,2,A
IT3A011,Karan Pillai,it3a011@college.edu,IT,3,2,A
IT3A012,Kritika Nair,it3a012@college.edu,IT,3,2,A
IT3A013,Nandini Gupta,it3a013@college.edu,IT,3,2,A
IT3A014,Meera Iyer,it3a014@college.edu,IT,3,2,A
IT3A015,Vivek Rao,it3a015@college.edu,IT,3,2,A
IT3A016,Sanya Kapoor,it3a016@college.edu,IT,3,2,A
IT3A017,Pallavi Iyer,it3a017@college.edu,IT,3,2,A
IT3A018,Sanya Sinha,it3a018@college.edu,IT,3,2,A
IT3A019,Kunal Mehta,it3a019@college.edu,IT,3,2,A
IT3A020,Nandini Bose,it3a020@college.edu,IT,3,2,A
IT3A021,Isha Shah,it3a021@college.edu,IT,3,2,A
IT3A022,Isha Bhatt,it3a022@college.edu,IT,3,2,A
IT3A023,Siddharth Sharma,it3a023@college.edu,IT,3,2,A
IT3A024,Shruti Rao,it3a024@college.edu,IT,3,2,A
IT3A025,Diya Pillai,it3a025@college.edu,IT,3,2,A
IT3A026,Riya Reddy,it3a026@college.edu,IT,3,2,A
IT3A027,Siddharth Patel,it3a027@college.edu,IT,3,2,A
IT3A028,Akash Sharma,it3a028@college.edu,IT,3,2,A
IT3A029,Nandini Bhatt,it3a029@college.edu,IT,3,2,A
IT3A030,Shruti Malhotra,it3a030@college.edu,IT,3,2,A
IT3A031,Pallavi Shah,it3a031@college.edu,IT,3,2,A
IT3A032,Nikhil Kulkarni,it3a032@college.edu,IT,3,2,A
IT3A033,Varun Bhatt,it3a033@college.edu,IT,3,2,A
IT3A034,Sneha Kulkarni,it3a034@college.edu,IT,3,2,A
IT3A035,Rohan Gupta,it3a035@college.edu,IT,3,2,A
IT3A036,Isha Joshi,it3a036@college.edu,IT,3,2,A
IT3A037,Nikhil Reddy,it3a037@college.edu,IT,3,2,A
IT3A038,Nandini Chauhan,it3a038@college.edu,IT,3,2,A
IT3A039,Rahul Patel,it3a039@college.edu,IT,3,2,A
IT3A040,Nandini Bhatt,it3a040@college.edu,IT,3,2,A
IT3B001,Sameer Pillai,it3b001@college.edu,IT,3,2,B
IT3B002,Sameer Gupta,it3b002@college.edu,IT,3,2,B
IT3B003,Karan Nair,it3b003@college.edu,IT,3,2,B
IT3B004,Sneha Bose,it3b004@college.edu,IT,3,2,B
IT3B005,Aditya Desai,it3b005@college.edu,IT,3,2,B
IT3B006,Aarav Menon,it3b006@college.edu,IT,3,2,B
IT3B007,Yash Patel,it3b007@college.edu,IT,3,2,B
IT3B008,Nandini Chauhan,it3b008@college.edu,IT,3,2,B
IT3B009,Rohan Kapoor,it3b009@college.edu,IT,3,2,B
IT3B010,Aarav Joshi,it3b010@college.edu,IT,3,2,B
IT3B011,Tanvi Rao,it3b011@college.edu,IT,3,2,B
IT3B012,Tanvi Sinha,it3b012@college.edu,IT,3,2,B
IT3B013,Rahul Sharma,it3b013@college.edu,IT,3,2,B
IT3B014,Sameer Patel,it3b014@college.edu,IT,3,2,B
IT3B015,Karan Desai,it3b015@college.edu,IT,3,2,B
IT3B016,Nikhil Malhotra,it3b016@college.edu,IT,3,2,B
IT3B017,Nandini Menon,it3b017@college.edu,IT,3,2,B
IT3B018,Rohan Sharma,it3b018@college.edu,IT,3,2,B
IT3B019,Pallavi Malhotra,it3b019@college.edu,IT,3,2,B
IT3B020,Siddharth Chauhan,it3b020@college.edu,IT,3,2,B
IT3B021,Aditya Sinha,it3b021@college.edu,IT,3,2,B
IT3B022,Aarav Kapoor,it3b022@college.edu,IT,3,2,B
IT3B023,Yash Nair,it3b023@college.edu,IT,3,2,B
IT3B024,Kunal Kulkarni,it3b024@college.edu,IT,3,2,B
IT3B025,Siddharth Iyer,it3b025@college.edu,IT,3,2,B
IT3B026,Sneha Malhotra,it3b026@college.edu,IT,3,2,B
IT3B027,Ananya Gupta,it3b027@college.edu,IT,3,2,B
IT3B028,Tanvi Nair,it3b028@college.edu,IT,3,2,B
IT3B029,Meera Kapoor,it3b029@college.edu,IT,3,2,B
IT3B030,Kritika Reddy,it3b030@college.edu,IT,3,2,B
IT3B031,Tanvi Shah,it3b031@college.edu,IT,3,2,B
IT3B032,Harsh Sharma,it3b032@college.edu,IT,3,2,B
IT3B033,Varun Nair,it3b033@college.edu,IT,3,2,B
IT3B034,Aarav Gupta,it3b034@college.edu,IT,3,2,B
IT3B035,Aarav Sinha,it3b035@college.edu,IT,3,2,B
IT3B036,Akash Desai,it3b036@college.edu,IT,3,2,B
IT3B037,Yash Kulkarni,it3b037@college.edu,IT,3,2,B
IT3B038,Rohan Rao,it3b038@college.edu,IT,3,2,B
IT3B039,Diya Chauhan,it3b039@college.edu,IT,3,2,B
IT3B040,Riya Shah,it3b040@college.edu,IT,3,2,B
